"Freq [MHz]","re(Zt(Rectangle3_T1,Rectangle3_T1)) []","im(Zt(Rectangle3_T1,Rectangle3_T1)) []"
322,267.943089047278,-820.85190274905
322.5,261.07013708061,-809.3166544292
323,254.511719960732,-798.102383335696
323.5,248.248409491846,-787.195913867539
324,242.262265739722,-776.584703112855
324.5,236.536702986638,-766.256811771903
325,231.056369416831,-756.200875474026
325.5,225.807038971934,-746.406076729284
326,220.775514008814,-736.862117689084
326.5,215.949537559719,-727.559193837717
327,211.317714140167,-718.487968695816
327.5,206.869438176496,-709.639549584747
328,202.594829235245,-701.005464476256
328.5,198.484673332707,-692.577639932653
329,194.530369686796,-684.348380128385
329.5,190.723882346954,-676.310346933038
330,187.057696201907,-668.4565410278
330.5,183.52477692158,-660.780284021869
331,180.118534438862,-653.27520153122
331.5,176.832789620457,-645.93520717983
332,173.661743814289,-638.754487481941
332.5,170.599950994764,-631.727487563465
333,167.642292256912,-624.848897680701
333.5,164.783952436771,-618.113640495121
334,162.020398658735,-611.516859063973
334.5,159.347360631131,-605.053905507608
335,156.760812529708,-598.720330315914
335.5,154.256956324901,-592.511872257683
336,151.832206423284,-586.424448858441
336.5,149.483175506444,-580.454147413827
337,147.20666146202,-574.597216507283
337.5,144.999635311919,-568.850058002473
338,142.859230051852,-563.209219482421
338.5,140.78273032454,-557.671387108908
339,138.767562856298,-552.233378877231
339.5,136.811287593244,-546.892138242774
340,134.911589479344,-541.64472809734
340.5,133.066270823744,-536.488325074387
341,131.273244209676,-531.420214163685
341.5,129.530525901491,-526.437783616983
342,127.836229710243,-521.538520127514
342.5,126.188561281755,-516.720004267071
343,124.585812774268,-511.979906165586
343.5,123.026357895588,-507.315981418855
344,121.508647272281,-502.72606721115
344.5,120.031204125742,-498.208078640118
345,118.592620232158,-493.760005232232
345.5,117.191552145243,-489.379907637791
346,115.826717662408,-485.06591449509
346.5,114.496892516609,-480.81621945409
347,113.200907277555,-476.62907835046
347.5,111.937644447285,-472.502806521463
348,110.706035736311,-468.435776255669
348.5,109.50505950762,-464.426414368954
349,108.333738376841,-460.473199899747
349.5,107.191136957777,-456.574661916866
350,106.07635974333,-452.72937743371
350.5,104.988549112655,-448.93596942298
351,103.926883456013,-445.193104926384
351.5,102.89057540948,-441.499493254192
352,101.878870192252,-437.853884269745
352.5,100.891044039801,-434.255066754368
353,99.926402726646,-430.701866848363
353.5,98.9842801729823,-427.19314656405
354,98.0640371297686,-423.727802367016
354.5,97.1650599373391,-420.304763822012
355,96.2867593528816,-416.922992300095
355.5,95.4285694425087,-413.581479743822
356,94.5899465339243,-410.279247487519
356.5,93.7703682259633,-407.015345129758
357,92.9693324515596,-403.788849455389
357.5,92.1863565909048,-400.598863404621
358,91.4209766318151,-397.444515086717
358.5,90.6727463744918,-394.324956836135
359,89.9412366780782,-391.239364308925
359.5,89.2260347465662,-388.186935617408
360,88.5267434517882,-385.166890501249
360.5,87.8429806913639,-382.178469533118
361,87.1743787796151,-379.220933357242
361.5,86.5205838695957,-376.293561959269
362,85.8812554045004,-373.395653965909
362.5,85.2560655968216,-370.526525972901
363,84.644698933736,-367.685511900007
363.5,84.0468517072977,-364.871962371659
364,83.4622315680999,-362.085244122122
364.5,82.8905571011506,-359.324739423959
365,82.3315574227955,-356.589845538724
365.5,81.7849717975811,-353.879974188848
366,81.2505492740289,-351.194551049714
366.5,80.728048338348,-348.533015261005
367,80.2172365851798,-345.894818956403
367.5,79.7178904045156,-343.279426810833
368,79.2297946839908,-340.686315604426
368.5,78.7527425257914,-338.114973802435
369,78.2865349774769,-335.564901150388
369.5,77.8309807760411,-333.035608283785
370,77.3858961045953,-330.526616351681
370.5,76.9511043610762,-328.037456653528
371,76.5264359384337,-325.567670288677
371.5,76.1117280157723,-323.116807817996
372,75.7068243599594,-320.684428937019
372.5,75.311575137243,-318.27010216015
373,74.9258367344445,-315.873404515421
373.5,74.5494715893175,-313.493921249318
374,74.1823480297037,-311.131245541253
374.5,73.8243401211102,-308.784978227224
375,73.4753275223885,-306.45472753229
375.5,73.1351953491879,-304.14010881144
376,72.803834044897,-301.840744298505
376.5,72.4811392587896,-299.556262862732
377,72.1670117311186,-297.286299772712
377.5,71.8613571849173,-295.030496467298
378,71.5640862242766,-292.788500333231
378.5,71.2751142388946,-290.559964489157
379,70.9943613146935,-288.344547575742
379.5,70.721752150329,-286.141913551641
380,70.457215979419,-283.951731495001
380.5,70.2006864983345,-281.77367541031
381,69.9521017994123,-279.60742404029
381.5,69.7114043094546,-277.452660682632
382,69.4785407333948,-275.30907301134
382.5,69.2534620030205,-273.17635290246
383,69.0361232306556,-271.054196263998
383.5,68.826483667712,-268.942302869805
384,68.6245066680306,-266.840376197254
384.5,68.430159655948,-264.748123268524
385,68.2434140990253,-262.665254495276
385.5,68.064245485392,-260.591483526594
386,67.8926333056657,-258.526527099989
386.5,67.7285610394148,-256.470104895309
387,67.5720161461461,-254.421939391406
387.5,67.4229900608007,-252.381755725398
388,67.2814781937604,-250.349281554383
388.5,67.1474799353652,-248.324246919452
389,67.0209986649602,-246.306384111877
389.5,66.9020417644967,-244.295427541321
390,66.7906206367183,-242.291113605951
390.5,66.6867507279766,-240.293180564322
391,66.590451555729,-238.301368408897
391.5,66.5017467407817,-236.31541874111
392,66.4206640443471,-234.335074647813
392.5,66.34723541,-232.360080579029
393,66.2814970106265,-230.390182226882
393.5,66.2234893004645,-228.425126405586
394,66.1732570723554,-226.464660932412
394.5,66.1308495203299,-224.508534509502
395,66.0963203076644,-222.55649660644
395.5,66.0697276405634,-220.608297343491
396,66.051134347623,-218.66368737539
396.5,66.0406079652593,-216.722417775606
397,66.038220829285,-214.784239920977
397.5,66.044050172844,-212.848905376635
398,66.0581782309221,-210.916165781125
398.5,66.0806923516673,-208.98577273165
399,66.111685114776,-207.057477669339
399.5,66.1512544572142,-205.131031764474
400,66.1995038065601,-203.206185801602
400.5,66.2565422222822,-201.282690064442
401,66.3224845452747,-199.360294220542
401.5,66.397451556008,-197.438747205591
402,66.4815701416644,-195.517797107354
402.5,66.5749734726594,-193.597191049146
403,66.6778011889714,-191.676675072804
403.5,66.7901995967331,-189.755994021106
404,66.912321875566,-187.834891419589
404.5,67.0443282971659,-185.91310935773
405,67.1863864556892,-183.990388369457
405.5,67.3386715105155,-182.066467312972
406,67.5013664420043,-180.14108324985
406.5,67.6746623209009,-178.21397132343
407,67.8587585920896,-176.284864636475
407.5,68.0538633734342,-174.35349412813
408,68.2601937705003,-172.419588450195
408.5,68.4779762079934,-170.482873842741
409,68.7074467788113,-168.543074009133
409.5,68.9488516116629,-166.599909990521
410,69.2024472582637,-164.653100039875
410.5,69.4685011011899,-162.702359495692
411,69.7472917835404,-160.747400655466
411.5,70.0391096616282,-158.787932649119
412,70.3442572820101,-156.82366131252
412.5,70.6630498842387,-154.854289061355
413,70.9958159308268,-152.879514765547
413.5,71.3428976659965,-150.899033624542
414,71.7046517049005,-148.912537043762
414.5,72.0814496551165,-146.919712512617
415,72.4736787723266,-144.920243484484
415.5,72.8817426522348,-142.913809259152
416,73.3060619609038,-140.900084868269
416.5,73.7470752058451,-138.878740964416
417,74.2052395503591,-136.849443714527
417.5,74.6810316737827,-134.811854698413
418,75.1749486804958,-132.765630813324
418.5,75.6875090607256,-130.710424185528
419,76.2192537064045,-128.645882090042
419.5,76.7707469855598,-126.5716468798
420,77.3425778789559,-124.487355925666
420.5,77.9353611829757,-122.392641568896
421,78.5497387829987,-120.28713108785
