f,Via(318MHz),No_via(287)
535000000,0.902631875,0.817883827
535500000,0.902370697,0.811435699
536000000,0.901946941,0.80447751
536500000,0.901349138,0.796993207
537000000,0.900565253,0.78896973
537500000,0.89958284,0.780398444
538000000,0.898389073,0.771276708
538500000,0.896970739,0.761609805
539000000,0.895314083,0.751413141
539500000,0.893404665,0.740714863
540000000,0.891227166,0.729558664
540500000,0.888765144,0.718006827
541000000,0.886000829,0.706143156
541500000,0.882914948,0.694075634
542000000,0.879486447,0.681938497
542500000,0.875692451,0.669892952
543000000,0.871508084,0.658126411
543500000,0.866906464,0.646849141
544000000,0.861858778,0.636288259
544500000,0.856334484,0.62667851
545000000,0.850301654,0.618250108
545500000,0.84372764,0.611214275
546000000,0.836579973,0.60574784
546500000,0.828827766,0.601978831
547000000,0.820443546,0.599975079
547500000,0.811405891,0.599737799
548000000,0.801702708,0.601201227
548500000,0.791335664,0.604238341
549000000,0.780325491,0.608671709
549500000,0.76871843,0.614287554
550000000,0.756593584,0.620850911
550500000,0.744070613,0.628120068
551000000,0.731317227,0.63585869
551500000,0.71855503,0.643845027
552000000,0.706061635,0.651878058
552500000,0.694167496,0.659780707
553000000,0.683244355,0.667400779
553500000,0.67368439,0.674610182
554000000,0.665869941,0.681303016
554500000,0.660136084,0.687393029
555000000,0.656732293,0.692810757
555500000,0.655790081,0.697500889
556000000,0.657304596,0.701419782
556500000,0.66113453,0.704533442
557000000,0.667020701,0.70681606
557500000,0.674618231,0.708249313
558000000,0.683534998,0.708821965
558500000,0.693368901,0.70853066
559000000,0.703738071,0.707380774
559500000,0.71430163,0.705388126
560000000,0.724770746,0.702580421
560500000,0.734911717,0.698998373
561000000,0.744543353,0.694695324
561500000,0.753530826,0.689734756
562000000,0.761777977,0.684184746
562500000,0.76921903,0.678109346
563000000,0.775811168,0.671557627
563500000,0.781527625,0.664552041
564000000,0.786352231,0.657079162
564500000,0.790275011,0.649084731
565000000,0.793288973,0.640474723
565500000,0.795388179,0.63112204
566000000,0.796567407,0.620876938
566500000,0.796823192,0.609578726
567000000,0.79615723,0.597066485
567500000,0.794582087,0.583187413
568000000,0.792130086,0.567802604
568500000,0.788864469,0.55079057
569000000,0.784892151,0.532049403
569500000,0.780373712,0.511498406
570000000,0.775524966,0.489079711
570500000,0.770602558,0.464760677
571000000,0.765868546,0.438536732
571500000,0.761537681,0.410435165
572000000,0.757722376,0.380519488
572500000,0.754397368,0.348894667
573000000,0.751400054,0.315713271
573500000,0.748465482,0.281183923
574000000,0.745279105,0.245584949
574500000,0.741526068,0.209291163
575000000,0.736923656,0.172835304
575500000,0.731234243,0.137066148
576000000,0.724263659,0.103602548
576500000,0.715851736,0.076192271
577000000,0.705860741,0.063260948
577500000,0.694164748,0.072326277
578000000,0.680641507,0.096522636
578500000,0.66516726,0.12653727
579000000,0.647614244,0.158159444
579500000,0.627850803,0.189697117
580000000,0.605743844,0.22036889
580500000,0.581163649,0.249759475
581000000,0.553991161,0.277627231
581500000,0.524127529,0.303825978
582000000,0.491506199,0.32826813
582500000,0.456107235,0.35090452
583000000,0.417973738,0.371711732
583500000,0.377229903,0.390683354
584000000,0.334101878,0.407823218
584500000,0.288943888,0.423140145
585000000,0.242281147,0.436643546
585500000,0.19490517,0.448339744
586000000,0.148147425,0.45822869
586500000,0.104830429,0.466301154
587000000,0.07282094,0.472536147
587500000,0.069590483,0.476898586
588000000,0.096637488,0.47933697
588500000,0.135373627,0.479781623
589000000,0.176611364,0.478142894
589500000,0.21732004,0.474310053
590000000,0.256293641,0.468151219
590500000,0.292955614,0.459514693
591000000,0.327008958,0.448233135
591500000,0.35830774,0.434132158
592000000,0.386797754,0.417045943
592500000,0.41248284,0.396844324
593000000,0.435402544,0.373477801
593500000,0.455616434,0.347051261
594000000,0.47319199,0.317943693
594500000,0.488195778,0.287001528
595000000,0.5006867,0.255843568
595500000,0.510711204,0.227289881
596000000,0.51830014,0.205712323
596500000,0.52346723,0.19643833
597000000,0.526209335,0.203066498
597500000,0.526509103,0.224545171
598000000,0.524340771,0.256067386
598500000,0.519680434,0.292212322
599000000,0.512522804,0.328611384
599500000,0.502906589,0.362101389
600000000,0.490951064,0.390450795
